"Transcript_id","MEROPS_id","NR_besthit","NR_taxonomy","Phylum","Class","func_group"
"H2_Rhizo_Litter_7_scaffold_12334_2","MER0088776_M24A","SOD94073.1 methionine aminopeptidase, type I ","Blastococcus sp. DSM 44270","Actinobacteria","Actinobacteria","M"
"H2_Rhizo_Litter_7_scaffold_12722_1","MER0964484_S01B","ALI36300.1 Putative serine protease HhoA precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H2_Rhizo_Litter_7_scaffold_13200_1","MER0337755_S41A","SHM37033.1 carboxyl-terminal processing protease ","Rhizobacter sp. OV335","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_7_scaffold_13552_2","MER0098676_C82A","WP_081914183.1 murein L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","","","C"
"H2_Rhizo_Litter_7_scaffold_13901_1","MER0234769_S41A","WP_047563927.1 S41 family peptidase ","Mesorhizobium sp. F7","Proteobacteria","Alphaproteobacteria","S"
"H2_Rhizo_Litter_7_scaffold_14533_2","MER0895195_C56","RIK40029.1 protease ","Chloroflexi bacterium","Chloroflexi","","C"
"H2_Rhizo_Litter_7_scaffold_16470_1","MER0246861_S26A","PYR10569.1 signal peptidase I ","Acidobacteria bacterium","Acidobacteria","","S"
"H2_Rhizo_Litter_7_scaffold_16740_1","MER0985221_S08A","ACB87529.1 subtilisin protease, partial ","Triticum aestivum","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_7_scaffold_17046_1","MER0230198_S09C","ALI34418.1 Prolyl tripeptidyl peptidase precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H2_Rhizo_Litter_7_scaffold_2626_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H2_Rhizo_Litter_7_scaffold_2725_1","MER0962725_S01C","OJW21487.1 serine protease ","Planctomycetales bacterium 71-10","Planctomycetes","Planctomycetia","S"
"H2_Rhizo_Litter_7_scaffold_2873_1","MER0222684_M04","WP_033363699.1 peptidase M4 ","Dactylosporangium aurantiacum","Actinobacteria","Actinobacteria","M"
"H2_Rhizo_Litter_7_scaffold_3100_1","MER0133108_M41","WP_103937657.1 ATP-dependent zinc metalloprotease FtsH ","Actinomadura echinospora","Actinobacteria","Actinobacteria","M"
"H2_Rhizo_Litter_7_scaffold_3511_1","MER0057016_S08A","XP_020152997.1 subtilisin-like protease SBT5.3 ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_7_scaffold_365_3","MER0114164_S01X","WP_096058183.1 trypsin-like serine protease ","Haliangium ochraceum","Proteobacteria","Deltaproteobacteria","S"
"H2_Rhizo_Litter_7_scaffold_4900_1","MER0390342_M16B","XP_020146401.1 probable mitochondrial-processing peptidase subunit beta, mitochondrial ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","M"
"H2_Rhizo_Litter_7_scaffold_5333_1","MER0337173_S41A","WP_099509464.1 S41 family peptidase ","Microvirga ossetica","Proteobacteria","Alphaproteobacteria","S"
"H2_Rhizo_Litter_7_scaffold_5682_2","MER0127579_S26A","SDS20982.1 signal peptidase I Serine peptidase. MEROPS family S26A ","Friedmanniella luteola","Actinobacteria","Actinobacteria","S"
"H2_Rhizo_Litter_7_scaffold_7752_1","MER0125232_C01A","XP_003560204.2 cathepsin B-like protease 2 ","Brachypodium distachyon","Streptophyta","Magnoliopsida","C"
"H2_Rhizo_Litter_8_scaffold_10145_1","MER0117821_S41A","WP_037020046.1 S41 family peptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_10182_2","MER0153649_C82B","WP_037017553.1 L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","C"
"H2_Rhizo_Litter_8_scaffold_10246_1","MER0246861_S26A","XP_003578214.1 thylakoidal processing peptidase 1, chloroplastic ","Brachypodium distachyon","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_8_scaffold_10842_1","MER0172391_M24B","XP_003571755.1 xaa-Pro dipeptidase ","Brachypodium distachyon","Streptophyta","Magnoliopsida","M"
"H2_Rhizo_Litter_8_scaffold_1166_4","MER0330443_U62","WP_084090592.1 metalloprotease TldD ","Andreprevotia lacus","Proteobacteria","Betaproteobacteria","U"
"H2_Rhizo_Litter_8_scaffold_11774_2","MER0125232_C01A","XP_003560204.2 cathepsin B-like protease 2 ","Brachypodium distachyon","Streptophyta","Magnoliopsida","C"
"H2_Rhizo_Litter_8_scaffold_11845_1","MER0508825_S08A","VBB79533.1 Putative Alkaline serine protease ","Podospora comata","Ascomycota","Sordariomycetes","S"
"H2_Rhizo_Litter_8_scaffold_13317_1","MER0308563_M14A","XP_011403505.2 PREDICTED: carboxypeptidase A4-like ","Amphimedon queenslandica","Porifera","Demospongiae","M"
"H2_Rhizo_Litter_8_scaffold_13681_1","MER0965778_S01B","ALI37324.1 Putative serine protease HtrA ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H2_Rhizo_Litter_8_scaffold_13758_1","MER0057016_S08A","XP_020149563.1 subtilisin-like protease SBT3.9 ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_8_scaffold_13894_1","MER0239236_C69","ADB39584.1 peptidase U34 dipeptidase ","Spirosoma linguale DSM 74","Bacteroidetes","Cytophagia","C"
"H2_Rhizo_Litter_8_scaffold_14030_1","MER0127791_S53","WP_126674805.1 peptidase S53 ","Dyella sp. DHOA06","Proteobacteria","Gammaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_14073_1","MER0188174_M57","WP_120617070.1 protease ","Corallococcus sp. CA049B","Proteobacteria","Deltaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_14221_1","MER0003364_M18","XP_020171296.1 probable aspartyl aminopeptidase ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","M"
"H2_Rhizo_Litter_8_scaffold_14410_2","MER0337387_S41A","KJB92845.1 peptidase S41 ","Skermanella aerolata KACC 11604","Proteobacteria","Alphaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_14444_1","MER0050675_S08A","KXN71757.1 putative subtilisin-like protease precursor ","Conidiobolus coronatus NRRL 28638","Zoopagomycota","Entomophthoromycetes","S"
"H2_Rhizo_Litter_8_scaffold_1446_5","MER0183845_S01C","WP_062194251.1 trypsin-like serine protease ","Caldimonas taiwanensis","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_14867_1","MER0239787_S01A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_14877_2","MER0397084_S26A","WP_124543591.1 signal peptidase I ","Rhizobacter sp. S-16","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_15020_3","MER0703869_C01A","WP_066496775.1 peptidase C1 ","Sinomonas atrocyanea","Actinobacteria","Actinobacteria","C"
"H2_Rhizo_Litter_8_scaffold_15220_1","MER0197141_M28E","KXX76259.1 Leucine aminopeptidase 1 ","Madurella mycetomatis","Ascomycota","Sordariomycetes","M"
"H2_Rhizo_Litter_8_scaffold_15428_1","MER0062937_S08A","ACX43954.1 cysteine protease 1 ","Brachiaria hybrid cultivar","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_8_scaffold_15440_1","MER0065537_M48C","WP_011684993.1 peptidase M48 ","Candidatus Solibacter usitatus","","","M"
"H2_Rhizo_Litter_8_scaffold_15519_1","MER0200626_M24B","WP_034607905.1 M24 family metallopeptidase ","Chitinimonas koreensis","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_15840_1","MER0182193_S08A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_1661_2","MER0202840_A24A","WP_099407247.1 prepilin peptidase ","Chitinimonas sp. BJB300","Proteobacteria","Betaproteobacteria","A"
"H2_Rhizo_Litter_8_scaffold_17219_1","MER0070818_C01A","PYK86475.1 peptidase ","Verrucomicrobia bacterium","Verrucomicrobia","","C"
"H2_Rhizo_Litter_8_scaffold_18239_1","MER0467467_M12B","WP_120618878.1 peptidase M12A astacin ","Corallococcus sp. CA049B","Proteobacteria","Deltaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_18993_1","MER0390342_M16B","GCE10483.1 zinc protease ","Ktedonobacterales bacterium Uno3","Chloroflexi","Ktedonobacteria","M"
"H2_Rhizo_Litter_8_scaffold_19627_1","MER0247774_M61","WP_028446620.1 M61 family peptidase ","Chitinimonas koreensis","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_20234_1","MER0314755_S53","EFH81837.1 protease-like protein ","Ktedonobacter racemifer DSM 44963","Chloroflexi","Ktedonobacteria","S"
"H2_Rhizo_Litter_8_scaffold_20456_1","MER0161994_S13","KMO94166.1 D-Ala-D-Ala carboxypeptidase ","Streptomyces roseus","Actinobacteria","Actinobacteria","S"
"H2_Rhizo_Litter_8_scaffold_20585_1","MER0187336_M04","WP_120554027.1 peptidase M4 ","Corallococcus sp. AB050A","Proteobacteria","Deltaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_21035_1","MER0040037_S01A","WP_108076544.1 serine protease ","Vitiosangium sp. GDMCC 1.1324","Proteobacteria","Deltaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_2106_3","MER0188373_A08","OQX68272.1 signal peptidase II ","Sorangiineae bacterium NIC37A_2","Proteobacteria","Deltaproteobacteria","A"
"H2_Rhizo_Litter_8_scaffold_2181_2","MER0072554_M17","WP_084299883.1 leucyl aminopeptidase ","Chitinimonas koreensis","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_21843_1","MER0390342_M16B","PYR38608.1 peptidase M16 ","Acidobacteria bacterium","Acidobacteria","","M"
"H2_Rhizo_Litter_8_scaffold_22853_1","MER0073211_M48C","WP_079565481.1 Zn-dependent protease ","Bradyrhizobium erythrophlei","Proteobacteria","Alphaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_23379_1","MER0364071_C01A","ACX43954.1 cysteine protease 1 ","Brachiaria hybrid cultivar","Streptophyta","Magnoliopsida","C"
"H2_Rhizo_Litter_8_scaffold_2445_1","MER0877058_M41","WP_033173550.1 ATP-dependent zinc metalloprotease FtsH ","Streptomyces sp. URHA0041","Actinobacteria","Actinobacteria","M"
"H2_Rhizo_Litter_8_scaffold_24748_1","MER0088353_S01C","SNB60891.1 serine protease Do ","Arboricoccus pini","Proteobacteria","Alphaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_281_2","MER0188174_M57","SDE88471.1 Dual-action HEIGH metallo-peptidase ","Myxococcus virescens","Proteobacteria","Deltaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_286_2","MER0246228_M23B","WP_072426642.1 M23 family metallopeptidase ","Chitinimonas taiwanensis","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_2896_1","MER0222684_M04","WP_091574264.1 M4 family peptidase ","Micromonospora sediminicola","Actinobacteria","Actinobacteria","M"
"H2_Rhizo_Litter_8_scaffold_3043_1","MER0129226_S08A","ALI34875.1 Alkaline protease precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H2_Rhizo_Litter_8_scaffold_3054_1","MER0392318_M16B","XP_010227485.1 stromal processing peptidase, chloroplastic isoform X1 ","Brachypodium distachyon","Streptophyta","Magnoliopsida","M"
"H2_Rhizo_Litter_8_scaffold_307_5","MER0145364_S26A","WP_072427188.1 signal peptidase I ","Chitinimonas taiwanensis","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_3076_1","MER0389915_S53","WP_033172895.1 serine protease ","Streptomyces sp. URHA0041","Actinobacteria","Actinobacteria","S"
"H2_Rhizo_Litter_8_scaffold_3243_1","MER0963813_S01B","XP_020193763.1 protease Do-like 7 ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_8_scaffold_3736_2","MER0033714_S11","WP_099405370.1 D-alanyl-D-alanine carboxypeptidase ","Chitinimonas sp. BJB300","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_4036_2","MER0074331_T01X","WP_112692984.1 peptidase ","Microvirgula sp. AG722","Proteobacteria","Betaproteobacteria","T"
"H2_Rhizo_Litter_8_scaffold_4227_3","MER0049176_S14","SNR52713.1 ATP-dependent Clp protease, protease subunit ","Blastococcus sp. DSM 44272","Actinobacteria","Actinobacteria","S"
"H2_Rhizo_Litter_8_scaffold_426_1","MER0983067_S08A","XP_020147187.1 tripeptidyl-peptidase 2 ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_8_scaffold_4350_1","MER0000325_S08A","XP_003660021.1 serine protease ","Thermothelomyces thermophila ATCC 42464","Ascomycota","Sordariomycetes","S"
"H2_Rhizo_Litter_8_scaffold_4425_1","MER0094334_M16B","OYT91194.1 peptidase M16 ","Burkholderiales bacterium PBB3","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_4642_1","MER0300681_M41","WP_053238925.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Sandaracinus amylolyticus","Proteobacteria","Deltaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_4883_2","MER0819951_M03A","PFH09902.1 peptidyl-dipeptidase Dcp ","Collimonas sp. PA-H2","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_519_1","MER0129156_S54","WP_051710640.1 rhomboid family intramembrane serine protease ","Andreprevotia chitinilytica","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_5354_4","MER0295721_M48A","WP_099406840.1 M48 family peptidase ","Chitinimonas sp. BJB300","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_61722_2","MER0898694_M50B","WP_088861042.1 site-2 protease family protein ","Laribacter hongkongensis","Proteobacteria","Betaproteobacteria","M"
"H2_Rhizo_Litter_8_scaffold_658_1","MER0055451_S15","OLB57409.1 X-Pro dipeptidyl-peptidase ","Ktedonobacter sp. 13_2_20CM_2_56_8","Chloroflexi","Ktedonobacteria","S"
"H2_Rhizo_Litter_8_scaffold_711_3","MER1059180_S41A","WP_028446274.1 S41 family peptidase ","Chitinimonas koreensis","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_7141_2","MER0117821_S41A","WP_046867686.1 S41 family peptidase ","Microvirga massiliensis","Proteobacteria","Alphaproteobacteria","S"
"H2_Rhizo_Litter_8_scaffold_7559_1","MER0236316_S08A","RDB25302.1 Subtilisin-like serine protease pepC ","Hypsizygus marmoreus","Basidiomycota","Agaricomycetes","S"
"H2_Rhizo_Litter_8_scaffold_7591_1","MER0333520_M03A","XP_020201465.1 probable cytosolic oligopeptidase A ","Aegilops tauschii subsp. tauschii","Streptophyta","Magnoliopsida","M"
"H2_Rhizo_Litter_8_scaffold_8764_1","MER0858151_M32","WP_007912950.1 carboxypeptidase M32 ","Ktedonobacter racemifer","Chloroflexi","Ktedonobacteria","M"
"H2_Rhizo_Litter_8_scaffold_9816_1","MER0131024_S01X","WP_068926801.1 serine protease ","Planobispora rosea","Actinobacteria","Actinobacteria","S"
"H2_Rhizo_Litter_9_1082_1","MER0858151_M32","AFU60058.1 thermostable carboxypeptidase 1 ","Candidatus Nitrososphaera gargensis Ga9.2","Thaumarchaeota","Nitrososphaeria","M"
"H2_Rhizo_Litter_9_1132_1","MER0017427_S10","PCE24765.1 peptidase S1 ","Pseudomonas mesoacidophila","Proteobacteria","Betaproteobacteria","S"
"H2_Rhizo_Litter_9_515_1","MER0062937_S08A","ABQ10204.1 cysteine protease Cp6 ","Actinidia deliciosa","Streptophyta","Magnoliopsida","S"
"H2_Rhizo_Litter_9_930_1","MER0062937_S08A","PSR99630.1 Cysteine protease ","Actinidia chinensis var. chinensis","Streptophyta","Magnoliopsida","S"
"H3_Bulk_40_scaffold_10027_2","MER0065473_M13","WP_106808177.1 M13 family peptidase ","Candidatus Sulfotelmatobacter kueseliae","Acidobacteria","Acidobacteriia","M"
"H3_Bulk_40_scaffold_1038_1","MER0130390_M79","WP_056145187.1 CPBP family intramembrane metalloprotease ","Knoellia sp. Soil729","","","M"
"H3_Bulk_40_scaffold_10525_1","MER0301521_S01B","WP_056914535.1 MULTISPECIES: serine protease ","Phycicoccus","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_10755_1","MER0314634_S53","WP_091248690.1 peptidase S53 ","Arthrobacter sp. ok909","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_10820_1","MER0984347_S08A","WP_114797225.1 peptidase S8 and S53 subtilisin kexin sedolisin ","Gaiella occulta","Actinobacteria","Rubrobacteria","S"
"H3_Bulk_40_scaffold_10842_2","MER0387163_M23B","PYQ65195.1 peptidase M23 ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_1103_1","MER0207188_M28E","KFC66904.1 Bacterial leucyl aminopeptidase ","Massilia sp. LC238","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_11406_2","MER0743427_C82A","WP_079599612.1 L,D-transpeptidase ","Bradyrhizobium erythrophlei","Proteobacteria","Alphaproteobacteria","C"
"H3_Bulk_40_scaffold_11435_1","MER0314716_S53","WP_007910067.1 peptidase S8 ","Ktedonobacter racemifer","Chloroflexi","Ktedonobacteria","S"
"H3_Bulk_40_scaffold_11570_3","MER0826265_M10A","WP_051199965.1 matrixin family metalloprotease ","Flavobacterium subsaxonicum","","","M"
"H3_Bulk_40_scaffold_11663_1","MER0220261_S53","WP_103335225.1 serine protease ","Amycolatopsis sp. CA-126428","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_11739_1","MER0198046_M28C","ALI34896.1 Bacterial leucyl aminopeptidase precursor ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","M"
"H3_Bulk_40_scaffold_12241_1","MER0194660_M28F","WP_036205679.1 M61 family peptidase ","Massilia sp. LC238","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_12439_1","MER0079481_S10","XP_019647840.1 PREDICTED: putative serine carboxypeptidase-like 23 ","Branchiostoma belcheri","Chordata","Leptocardii","S"
"H3_Bulk_40_scaffold_12478_1","MER0250152_M14A","PYQ66916.1 peptidase M14, partial ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_125_1","MER0991619_S09A","WP_081897726.1 S9 family peptidase ","Massilia sp. BSC265","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_12610_1","MER0132850_S53","WP_125035416.1 peptidase S8 ","Nocardioides sp. LS1","Actinobacteria","Actinobacteria","S"
"H3_Bulk_40_scaffold_127_7","MER0995566_S09A","WP_078033621.1 S9 family peptidase ","Massilia sp. KIM","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_12853_1","MER0235882_S41A","PYR90363.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_12897_2","MER0248475_M10B","PYQ60191.1 peptidase M12 ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_12932_1","MER0085873_S08A","PYJ56184.1 peptidase S8 ","Verrucomicrobia bacterium","Verrucomicrobia","","S"
"H3_Bulk_40_scaffold_1299_2","MER0311775_M13","WP_026354855.1 M13 family peptidase ","Massilia niastensis","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_13026_1","MER0283204_S41A","PYR49034.1 S41 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_131_1","MER0202840_A24A","WP_099914482.1 prepilin peptidase ","Massilia psychrophila","Proteobacteria","Betaproteobacteria","A"
"H3_Bulk_40_scaffold_1312_7","MER0326368_S09B","PYP60841.1 S9 family peptidase, partial ","Gemmatimonadetes bacterium","Gemmatimonadetes","","S"
"H3_Bulk_40_scaffold_13162_2","MER0892829_M50B","PYR90722.1 site-2 protease family protein ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_13257_1","MER0239579_S41A","WP_076343622.1 tail-specific protease ","Paludisphaera borealis","Planctomycetes","Planctomycetia","S"
"H3_Bulk_40_scaffold_1348_1","MER0065347_M01","PYX49699.1 peptidase ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_13730_2","MER0490936_S10","PYQ28357.1 peptidase S10 ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_13776_1","MER0171523_M23B","WP_079542416.1 M23 family metallopeptidase ","Bradyrhizobium lablabi","Proteobacteria","Alphaproteobacteria","M"
"H3_Bulk_40_scaffold_13989_1","MER0078655_M14A","XP_013401045.1 carboxypeptidase B-like ","Lingula anatina","Brachiopoda","Lingulata","M"
"H3_Bulk_40_scaffold_14172_1","MER0131980_M24A","PZN22401.1 type I methionyl aminopeptidase ","Proteobacteria bacterium","Proteobacteria","","M"
"H3_Bulk_40_scaffold_14766_1","MER0329048_S09C","PYR75496.1 S9 family peptidase ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_1495_2","MER0348838_M48B","WP_090852469.1 zinc metalloprotease HtpX ","Nocardioides lianchengensis","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_151_3","MER0836431_M14B","WP_036209175.1 peptidase M14 ","Massilia sp. LC238","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_15143_1","MER0054286_S41A","OGA46338.1 peptidase S41 ","Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13","Proteobacteria","Betaproteobacteria","S"
"H3_Bulk_40_scaffold_1539_1","MER0877058_M41","SES31679.1 cell division protease FtsH ","Phycicoccus cremeus","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_154_4","MER0904278_M61","WP_056332654.1 M61 family peptidase ","Massilia sp. Leaf139","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_15547_1","MER0306369_M56","WP_076380496.1 M56 family metallopeptidase ","Filimonas lacunae","Bacteroidetes","Chitinophagia","M"
"H3_Bulk_40_scaffold_1563_2","MER0250613_S54","ALI37739.1 Rhomboid protease GluP ","Candidatus Nitrosocosmicus oleophilus","Thaumarchaeota","Nitrososphaeria","S"
"H3_Bulk_40_scaffold_15736_1","MER0062937_S08A","XP_002681317.1 cysteine protease ","Naegleria gruberi","Heterolobosea","","S"
"H3_Bulk_40_scaffold_15951_1","MER0220234_M04","WP_084433029.1 peptidase M4 ","Kibdelosporangium aridum","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_15993_1","MER0125509_M24B","PYR91163.1 aminopeptidase P family protein ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_16013_1","MER0178978_M04","WP_010861484.1 M4 family peptidase ","Lysinibacillus sphaericus","Firmicutes","Bacilli","M"
"H3_Bulk_40_scaffold_16088_2","MER0088776_M24A","WP_072428984.1 type I methionyl aminopeptidase ","Chitinimonas taiwanensis","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_16188_1","MER0324238_M43B","WP_037063816.1 zinc metalloprotease ","Pseudonocardia acaciae","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_16309_2","MER0462326_C82B","WP_037019395.1 L,D-transpeptidase ","Rhizobiales bacterium YIM 77505","Proteobacteria","Alphaproteobacteria","C"
"H3_Bulk_40_scaffold_16450_1","MER0065537_M48C","WP_011684993.1 peptidase M48 ","Candidatus Solibacter usitatus","","","M"
"H3_Bulk_40_scaffold_16598_2","MER0937497_M79","PYQ58067.1 CPBP family intramembrane metalloprotease domain-containing protein ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_1662_1","MER0322820_M28F","OON64022.1 aminopeptidase ","Massilia sp. KIM","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_1665_1","MER0995906_S09A","APR81836.1 prolyl oligopeptidase family protein ","Minicystis rosea","Proteobacteria","Deltaproteobacteria","S"
"H3_Bulk_40_scaffold_16949_1","MER0461536_C82B","WP_100383654.1 L,D-transpeptidase ","Afipia broomeae","Proteobacteria","Alphaproteobacteria","C"
"H3_Bulk_40_scaffold_17023_1","MER0392052_M16B","ASR44962.1 peptidase M16 ","Xanthomonas citri pv. mangiferaeindicae","Proteobacteria","Gammaproteobacteria","M"
"H3_Bulk_40_scaffold_1729_2","MER0110138_M43B","KPC81400.1 metalloprotease ","Streptomyces sp. NRRL S-4","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_17417_2","MER0461753_C82B","WP_038304354.1 L,D-transpeptidase ","bacterium YEK0313","","","C"
"H3_Bulk_40_scaffold_17476_1","MER0222684_M04","WP_088646360.1 peptidase M4 family protein ","Micromonospora wenchangensis","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_17543_1","MER0150358_C82B","WP_048467410.1 L,D-transpeptidase ","Methylobacterium aquaticum","Proteobacteria","Alphaproteobacteria","C"
"H3_Bulk_40_scaffold_17611_1","MER0497521_M06","WP_091339277.1 peptidase M6 immune inhibitor A ","Micromonospora rhizosphaerae","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_17778_1","MER0178978_M04","WP_091287161.1 M4 family peptidase ","Amycolatopsis xylanica","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_17956_2","MER0295748_M48A","PYQ98882.1 peptidase ","Acidobacteria bacterium","Acidobacteria","","M"
"H3_Bulk_40_scaffold_18016_1","MER0052429_S01C","PYR23024.1 protease Do ","Acidobacteria bacterium","Acidobacteria","","S"
"H3_Bulk_40_scaffold_181_3","MER0344517_M03A","WP_056341076.1 M3 family peptidase ","Massilia sp. Leaf139","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_18180_1","MER0129658_S08A","WP_052387044.1 serine protease ","Dactylosporangium aurantiacum","","","S"
"H3_Bulk_40_scaffold_1844_1","MER0255660_M14A","WP_078034881.1 peptidase M14 ","Massilia sp. KIM","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_188_6","MER0251019_M24A","OFW03975.1 type I methionyl aminopeptidase ","Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36","Acidobacteria","","M"
"H3_Bulk_40_scaffold_1883_1","MER0362343_M41","WP_027341949.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ","Hamadaea tsunoensis","Actinobacteria","Actinobacteria","M"
"H3_Bulk_40_scaffold_19114_2","MER0311606_M15A","WP_070304247.1 peptidase M15 ","Janthinobacterium sp. HH104","Proteobacteria","Betaproteobacteria","M"
"H3_Bulk_40_scaffold_19124_1","MER0833115_M14A","XP_027051936.1 carboxypeptidase B-like ","Pocillopora damicornis","Cnidaria","Anthozoa","M"
"H3_Bulk_40_scaffold_19204_1","MER0853135_M20F","AFU59581.1 putative peptidase M20 ","Candidatus Nitrososphaera gargensis Ga9.2","Thaumarchaeota","Nitrososphaeria","M"
