transcript_id,MEROPS_id,pid_vs_MEROPS,eval_vs_MEROPS,bitscore_vs_MEROPS,NR_accession,pid_vs_NR,eval_vs_NR,bitscore_vs_NR,NR_besthit,NR_taxonomy
H3_Bulk_40_scaffold_23178_1,MER0088535_S09C,58.4,4.60E-107,386.3,PYQ55390.1,88.9,2.10E-174,621.3,"PYQ55390.1 S9 family peptidase, partial ",Acidobacteria bacterium
H3_Bulk_40_scaffold_23256_1,MER0335080_M01,38.8,9.40E-63,239.2,ALI37409.1,55.4,1.30E-107,399.4,ALI37409.1 Aminopeptidase N ,Candidatus Nitrosocosmicus oleophilus
H3_Bulk_40_scaffold_23288_1,MER0083702_M28E,44.3,5.80E-12,70.5,PBL02944.1,25.6,1.10E-13,87.4,PBL02944.1 Zn-dependent exopeptidase ,Armillaria gallica
H3_Bulk_40_scaffold_2335_2,MER0717343_C39,57.8,1.30E-73,274.6,WP_056667978.1,86.6,4.30E-107,397.1,WP_056667978.1 peptidase C39 ,Rhizobacter sp. Root1221
H3_Bulk_40_scaffold_2339_1,MER0343775_M03A,73.7,9.10E-134,474.9,WP_108471757.1,74.3,1.40E-132,482.3,WP_108471757.1 peptidyl-dipeptidase Dcp ,Rhodanobacter thiooxydans
H3_Bulk_40_scaffold_23547_2,MER0967206_S01C,49.1,2.20E-49,194.1,GAK44837.1,48.4,5.60E-48,200.7,GAK44837.1 protease Do ,Tepidicaulis marinus
H3_Bulk_40_scaffold_2366_3,MER0982459_S08A,79.5,5.60E-36,148.3,WP_101950922.1,86.4,2.50E-34,154.1,WP_101950922.1 type VII secretion-associated serine protease mycosin ,Mycobacterium sp. 3519A
H3_Bulk_40_scaffold_2429_2,MER0186283_M04,63.1,8.20E-200,695.3,WP_056340406.1,71.2,2.70E-233,817.8,WP_056340406.1 M4 family peptidase ,Massilia sp. Leaf139
H3_Bulk_40_scaffold_24323_1,MER1048944_S26A,36.1,2.00E-23,108.2,WP_020717534.1,72.8,1.80E-102,382.1,WP_020717534.1 signal peptidase I ,Acidobacteriaceae bacterium KBS 96
H3_Bulk_40_scaffold_2450_3,MER0251522_M64,55.7,3.90E-115,413.3,WP_047821573.1,85.7,5.60E-181,643.3,WP_047821573.1 MULTISPECIES: peptidase M64 ,Massilia
H3_Bulk_40_scaffold_24796_1,MER0065537_M48C,63.9,6.90E-92,335.9,PYS39933.1,78.3,1.60E-115,425.6,PYS39933.1 peptidase M48 ,Acidobacteria bacterium
H3_Bulk_40_scaffold_24854_1,MER0065473_M13,59.5,6.90E-119,425.6,WP_106808177.1,78,9.80E-156,559.3,WP_106808177.1 M13 family peptidase ,Candidatus Sulfotelmatobacter kueseliae
H3_Bulk_40_scaffold_25_2,MER0996363_S09A,76.1,0,1145.2,WP_020652344.1,84.6,0,1265.4,WP_020652344.1 S9 family peptidase ,Massilia niastensis
H3_Bulk_40_scaffold_281_1,MER0991961_S09B,65.7,8.90E-46,181.4,WP_054266543.1,72.2,1.90E-46,194.9,WP_054266543.1 S9 family peptidase ,Janthinobacterium sp. CG23_2
H3_Bulk_40_scaffold_2900_1,MER0222684_M04,66.9,2.00E-245,847,RBI96600.1,67.1,7.40E-243,849.7,"RBI96600.1 M4 family peptidase, partial ",Micromonospora chalcea
H3_Bulk_40_scaffold_3060_3,MER0178978_M04,43.3,9.10E-69,259.2,WP_123489245.1,66.8,3.00E-131,478,WP_123489245.1 peptidase M4 family protein ,Granulicella sp. GAS466
H3_Bulk_40_scaffold_32584_2,MER1056526_S41A,77.9,3.80E-188,656,WP_007598902.1,90.2,1.50E-214,755,WP_007598902.1 S41 family peptidase ,Bradyrhizobium sp. WSM1253
H3_Bulk_40_scaffold_3531_1,MER0211898_M41,54.4,2.30E-179,627.5,WP_011959033.1,83.1,1.50E-290,1008.1,WP_011959033.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Roseiflexus sp. RS-1
H3_Bulk_40_scaffold_3622_3,MER0322328_M28D,43.3,1.50E-27,121.3,PYQ58623.1,65.3,1.10E-49,206.1,PYQ58623.1 peptidase M28 family protein ,Acidobacteria bacterium
H3_Bulk_40_scaffold_3683_1,MER0000325_S08A,43.8,4.50E-72,270.8,GAP90173.1,89.8,1.70E-271,944.5,GAP90173.1 putative serine protease ,Rosellinia necatrix
H3_Bulk_40_scaffold_3811_1,MER0220601_M04,67,1.10E-240,831.2,WP_091291365.1,71.2,1.10E-251,879,WP_091291365.1 peptidase M4 family protein ,Amycolatopsis xylanica
H3_Bulk_40_scaffold_3817_3,MER0065989_S08X,52.6,2.70E-29,126.7,WP_056339680.1,78.9,1.30E-50,208.8,WP_056339680.1 peptidase ,Massilia sp. Leaf139
H3_Bulk_40_scaffold_3941_2,MER0337274_S41A,87.3,6.80E-223,771.5,WP_008834712.1,87.3,1.60E-219,771.5,WP_008834712.1 S41 family peptidase ,Mesorhizobium alhagi
H3_Bulk_40_scaffold_4168_1,MER0229580_S49B,37.7,3.10E-88,324.7,PWU20221.1,55.3,3.20E-189,671.4,PWU20221.1 signal peptide peptidase SppA ,Verrucomicrobia bacterium
H3_Bulk_40_scaffold_424_6,MER0088776_M24A,45.1,5.80E-60,229.6,WP_076544746.1,61.8,4.30E-82,314.3,WP_076544746.1 MULTISPECIES: type I methionyl aminopeptidase ,Halanaerobium
H3_Bulk_40_scaffold_4372_2,MER0308563_M14A,28.1,1.20E-21,102.8,WP_106279239.1,79.7,5.40E-182,646.7,WP_106279239.1 peptidase M14 ,Geodermatophilus tzadiensis
H3_Bulk_40_scaffold_4382_1,MER0222684_M04,64.3,2.80E-222,770,WP_091194699.1,68.2,5.60E-226,793.5,WP_091194699.1 M4 family peptidase ,Micromonospora narathiwatensis
H3_Bulk_40_scaffold_4404_2,MER0178978_M04,46.5,3.10E-68,257.3,KAK49096.1,66.9,3.40E-110,407.9,KAK49096.1 peptidase M4 ,Caballeronia jiangsuensis
H3_Bulk_40_scaffold_448_4,MER0949501_S11,80.6,7.80E-175,611.7,WP_078035406.1,85,3.40E-181,644,WP_078035406.1 D-alanyl-D-alanine carboxypeptidase ,Massilia sp. KIM
H3_Bulk_40_scaffold_4569_3,MER0237756_S41A,36.6,1.20E-46,185.7,WP_006561236.1,43.6,8.50E-64,253.8,WP_006561236.1 S41 family peptidase ,Oscillochloris trichoides
H3_Bulk_40_scaffold_4598_1,MER0283846_S16,48.3,1.30E-169,595.1,AMN42277.1,84.4,0,1093.2,AMN42277.1 ATP-dependent protease LA ,Rhodoplanes sp. Z2-YC6860
H3_Bulk_40_scaffold_48722_2,MER0297876_S12,49.2,1.40E-40,165.2,OOC05784.1,79.6,6.20E-79,303.9,OOC05784.1 peptidase ,Amycolatopsis azurea DSM 43854
H3_Bulk_40_scaffold_5208_2,MER0178978_M04,54.1,3.60E-88,323.6,WP_053747073.1,64.1,3.20E-111,411.4,WP_053747073.1 peptidase M4 family protein ,Streptomyces sp. NRRL WC-3618
H3_Bulk_40_scaffold_527_6,MER0145364_S26A,41.9,2.00E-47,187.6,WP_091873191.1,72.9,3.00E-86,327.8,WP_091873191.1 signal peptidase I ,Massilia yuzhufengensis
H3_Bulk_40_scaffold_5316_1,MER0068006_S08A,56.9,5.40E-08,55.5,WP_082633963.1,68.4,1.50E-29,138.3,WP_082633963.1 serine protease ,Candidatus Nitrospira inopinata
H3_Bulk_40_scaffold_5392_1,MER0314634_S53,38.5,4.90E-61,234.2,WP_039402301.1,45.5,8.40E-96,360.9,WP_039402301.1 peptidase S53 ,Microbacterium mangrovi
H3_Bulk_40_scaffold_543_1,MER0293368_C01B,36.7,7.70E-85,313.2,PZS18778.1,68.9,2.10E-173,618.6,PZS18778.1 aminopeptidase ,Pseudonocardiales bacterium
H3_Bulk_40_scaffold_5436_2,MER0338428_S41B,33.4,4.90E-45,180.3,WP_011683155.1,63.1,4.70E-115,424.1,WP_011683155.1 peptidase S41 ,Candidatus Solibacter usitatus
H3_Bulk_40_scaffold_5616_1,MER0248475_M10B,32.2,2.50E-25,114.8,WP_007577441.1,57.1,2.10E-99,372.1,WP_007577441.1 peptidase M12 ,Paraburkholderia hospita
H3_Bulk_40_scaffold_5706_1,MER0833115_M14A,36.3,3.60E-55,214.2,WP_113781341.1,78.6,1.60E-175,625.2,WP_113781341.1 peptidase M14 ,Geodermatophilus sp. TF02-6
H3_Bulk_40_scaffold_596_2,MER0178258_C82A,27.6,1.30E-08,58.2,WP_124893754.1,55,3.20E-34,154.5,"WP_124893754.1 murein L,D-transpeptidase ",Burkholderia sp. Bp9090
H3_Bulk_40_scaffold_6_10,MER0072554_M17,42,1.20E-74,279.3,WP_026354504.1,86.3,9.20E-211,742.7,WP_026354504.1 leucyl aminopeptidase ,Massilia niastensis
H3_Bulk_40_scaffold_6075_2,MER0337173_S41A,87.9,2.40E-212,736.5,WP_114772696.1,87.1,1.30E-211,745.3,WP_114772696.1 S41 family peptidase ,Microvirga subterranea
H3_Bulk_40_scaffold_6166_1,MER0129226_S08A,34.8,1.80E-54,212.2,CBM43229.1,40,7.20E-70,274.6,CBM43229.1 serine protease ,uncultured organism
H3_Bulk_40_scaffold_6214_1,MER0320979_M28X,42.8,4.10E-100,364,WP_020653569.1,82.3,1.40E-239,838.6,WP_020653569.1 M28 family peptidase ,Massilia niastensis
H3_Bulk_40_scaffold_6252_1,MER0989025_S08A,26,4.40E-30,131.3,WP_097882969.1,38.1,4.40E-89,338.6,WP_097882969.1 peptidase S8 ,Bacillus toyonensis
H3_Bulk_40_scaffold_6503_2,MER0041317_S10,51.6,1.20E-132,471.9,OLC94995.1,57.3,5.30E-160,573.9,OLC94995.1 peptidase S10 ,Acidobacteria bacterium 13_1_40CM_4_58_4
H3_Bulk_40_scaffold_66_5,MER0338486_M13,81.4,4.60E-120,429.1,WP_126073656.1,89.3,2.10E-128,468,WP_126073656.1 M13 family peptidase ,Massilia sp. SOD
H3_Bulk_40_scaffold_666_5,MER0088776_M24A,47.6,8.30E-64,242.3,OLD99452.1,66.1,1.90E-95,358.6,OLD99452.1 type I methionyl aminopeptidase ,Actinobacteria bacterium 13_1_20CM_4_69_9
H3_Bulk_40_scaffold_6675_1,MER0283204_S41A,61.4,4.90E-183,639.4,PYQ39728.1,93.4,5.70E-291,1009.2,PYQ39728.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_40_scaffold_6679_2,MER0381017_S33,27.7,8.10E-18,89.7,WP_056340532.1,85,1.00E-156,562.4,WP_056340532.1 prolyl aminopeptidase ,Massilia sp. Leaf139
H3_Bulk_40_scaffold_6725_1,MER0235882_S41A,39.3,1.50E-94,345.5,PYQ63155.1,82.9,4.40E-259,903.3,PYQ63155.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_40_scaffold_6810_1,MER0337173_S41A,90.4,3.10E-220,762.7,WP_009763267.1,90.4,7.60E-217,762.7,WP_009763267.1 S41 family peptidase ,Microvirga lotononidis
H3_Bulk_40_scaffold_7402_1,MER0121851_S08A,27.2,1.60E-34,146,WP_081807868.1,84.9,5.60E-245,856.3,WP_081807868.1 peptidase S8 ,Geodermatophilaceae bacterium URHA0031
H3_Bulk_40_scaffold_7477_1,MER0833115_M14A,28.4,8.20E-20,97.1,WP_011023513.1,48.6,3.00E-113,418.7,WP_011023513.1 carboxypeptidase ,Methanosarcina acetivorans
H3_Bulk_40_scaffold_755_1,MER0469218_M14B,45.3,8.60E-100,362.5,WP_078034843.1,83.5,2.20E-202,714.5,WP_078034843.1 peptidase M14 ,Massilia sp. KIM
H3_Bulk_40_scaffold_78_2,MER1065229_S46,81.2,0,1168.7,WP_020654136.1,83.9,0,1206,WP_020654136.1 S46 family peptidase ,Massilia niastensis
H3_Bulk_40_scaffold_78_6,MER0105103_S49B,33.3,7.00E-53,206.8,WP_020654675.1,81.2,6.40E-214,753.1,WP_020654675.1 signal peptide peptidase SppA ,Massilia niastensis
H3_Bulk_40_scaffold_7914_2,MER0349294_M48B,54.8,5.20E-72,269.6,PYR39118.1,85.7,3.60E-124,454.1,PYR39118.1 zinc metalloprotease HtpX ,Acidobacteria bacterium
H3_Bulk_40_scaffold_7914_3,MER0058165_M20A,42.6,3.00E-08,55.8,PYR57014.1,82.4,1.00E-22,115.2,PYR57014.1 peptidase M20 ,Acidobacteria bacterium
H3_Bulk_40_scaffold_8178_1,MER0247774_M61,50.5,5.80E-130,463,WP_020654832.1,88.2,5.20E-262,912.9,WP_020654832.1 M61 family peptidase ,Massilia niastensis
H3_Bulk_40_scaffold_8221_1,MER0324238_M43B,50.7,1.30E-76,285,WP_083750553.1,70.9,1.40E-118,435.6,WP_083750553.1 zinc metalloprotease ,Kribbella sp. ALI-6-A
H3_Bulk_40_scaffold_8835_1,MER0307081_S41A,78.7,1.50E-198,690.6,WP_068030465.1,92.3,6.70E-229,802.7,WP_068030465.1 S41 family peptidase ,Rhodoplanes sp. Z2-YC6860
H3_Bulk_40_scaffold_8898_1,MER0488817_S01A,67.8,9.60E-152,535,WP_062254934.1,68.9,1.90E-150,542,WP_062254934.1 trypsin-like serine protease ,Caballeronia megalochromosomata
H3_Bulk_40_scaffold_9_3,MER0333362_S26A,37.9,6.70E-28,123.2,WP_020653266.1,86.9,4.00E-156,560.5,WP_020653266.1 signal peptidase I ,Massilia niastensis
H3_Bulk_40_scaffold_9043_1,MER0079155_S09A,53.8,4.70E-153,539.7,PYQ65532.1,88.8,8.00E-260,905.6,PYQ65532.1 S9 family peptidase ,Acidobacteria bacterium
H3_Bulk_40_scaffold_9051_2,MER0407575_S01C,44.8,1.30E-75,282.3,KRT70448.1,44.9,1.20E-79,307,"KRT70448.1 peptidase S1 and S6, chymotrypsin/Hap ",candidate division NC10 bacterium CSP1-5
H3_Bulk_40_scaffold_9124_2,MER0127579_S26A,41.4,8.00E-29,125.9,WP_114775024.1,53.3,6.40E-61,243.8,WP_114775024.1 signal peptidase I ,Hymenobacteraceae bacterium SYSU D60016
H3_Bulk_40_scaffold_9351_1,MER0235882_S41A,62.2,5.90E-135,479.2,PYV50467.1,94.7,1.60E-207,731.5,PYV50467.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_40_scaffold_9787_1,MER0977159_S08A,43.9,2.20E-91,334.7,WP_022915074.1,68,1.10E-173,619.4,WP_022915074.1 peptidase ,Frankia sp. Iso899
H3_Bulk_40_scaffold_9956_2,MER0178978_M04,41.4,1.20E-55,215.7,WP_029338951.1,82.5,1.00E-161,579.3,WP_029338951.1 M4 family peptidase ,Geodermatophilaceae bacterium URHB0048
H3_Bulk_40_scaffold_9994_1,MER0220601_M04,67.4,9.60E-169,591.7,WP_106186690.1,70.9,5.50E-175,623.6,WP_106186690.1 M4 family peptidase ,Umezawaea tangerina
H3_Bulk_41_scaffold_10033_2,MER0121056_C82B,71.7,1.20E-67,254.6,WP_037019395.1,81.8,1.20E-70,275.8,"WP_037019395.1 L,D-transpeptidase ",Rhizobiales bacterium YIM 77505
H3_Bulk_41_scaffold_10094_1,MER0128655_M28A,41.8,4.20E-75,280.8,WP_081680577.1,87.6,4.10E-267,929.9,WP_081680577.1 M28 family peptidase ,Cellulomonas sp. URHD0024
H3_Bulk_41_scaffold_10111_2,MER0858151_M32,34.2,2.70E-70,264.6,AFU60058.1,85.3,6.50E-224,786.2,AFU60058.1 thermostable carboxypeptidase 1 ,Candidatus Nitrososphaera gargensis Ga9.2
H3_Bulk_41_scaffold_10461_1,MER0367236_S01A,39.1,2.60E-37,154.8,XP_015194903.1,41.7,9.30E-46,194.1,XP_015194903.1 PREDICTED: transmembrane protease serine 9-like ,Lepisosteus oculatus
H3_Bulk_41_scaffold_10979_2,MER0065989_S08X,61.9,7.30E-87,318.9,PYQ67748.1,90.5,1.20E-135,492.3,PYQ67748.1 peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_11058_2,MER0178978_M04,42,1.60E-71,268.5,WP_114083461.1,56.9,1.80E-110,409.1,WP_114083461.1 peptidase M4 family protein ,Nostoc sp. ATCC 53789
H3_Bulk_41_scaffold_1119_1,MER0334355_M01,25.3,4.70E-77,288.1,XP_013411098.1,45.7,4.00E-228,801.2,XP_013411098.1 glutamyl aminopeptidase ,Lingula anatina
H3_Bulk_41_scaffold_11818_1,MER0132302_M41,89.7,5.00E-248,855.1,WP_028064738.1,95.2,1.10E-256,895.2,WP_028064738.1 ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein ,Solirubrobacter soli
H3_Bulk_41_scaffold_11845_1,MER0338392_S41A,47.9,7.60E-99,359.4,PYQ42586.1,90.1,1.20E-198,702.2,PYQ42586.1 peptidase S41 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_12119_1,MER0117821_S41A,81.1,1.70E-208,723.8,WP_037020046.1,83.6,1.90E-205,724.9,WP_037020046.1 S41 family peptidase ,Rhizobiales bacterium YIM 77505
H3_Bulk_41_scaffold_12193_1,MER0965778_S01B,50.1,3.20E-87,320.9,ALI37324.1,71.1,3.50E-140,508.1,ALI37324.1 Putative serine protease HtrA ,Candidatus Nitrosocosmicus oleophilus
H3_Bulk_41_scaffold_12306_1,MER0187723_S49A,38.5,1.20E-31,135.2,PYR59088.1,78.9,1.50E-90,342,PYR59088.1 signal peptide peptidase SppA ,Acidobacteria bacterium
H3_Bulk_41_scaffold_12461_1,MER0887890_M48B,48.5,2.20E-103,374.4,WP_084720382.1,88.7,5.10E-191,676.8,WP_084720382.1 M48 family peptidase ,Skermanella aerolata
H3_Bulk_41_scaffold_12495_1,MER0858151_M32,31.3,2.40E-69,261.5,WP_061915143.1,58.2,5.70E-162,580.5,WP_061915143.1 carboxypeptidase M32 ,Bellilinea caldifistulae
H3_Bulk_41_scaffold_1250_2,MER0246861_S26A,33.1,3.80E-22,103.6,RME44296.1,52.2,1.30E-41,179.5,RME44296.1 signal peptidase I ,Chloroflexi bacterium
H3_Bulk_41_scaffold_12684_1,MER0858151_M32,37.4,7.40E-63,239.6,AFU60058.1,86.1,1.70E-179,638.3,AFU60058.1 thermostable carboxypeptidase 1 ,Candidatus Nitrososphaera gargensis Ga9.2
H3_Bulk_41_scaffold_13218_1,MER0834321_M14A,27.7,2.00E-22,105.1,WP_095423433.1,56.4,1.90E-111,412.1,WP_095423433.1 peptidase M14 ,Paraburkholderia aromaticivorans
H3_Bulk_41_scaffold_13679_1,MER0243443_S08A,38.5,2.60E-07,53.9,WP_014740525.1,48.7,7.90E-23,116.7,WP_014740525.1 peptidase S8 and S53 subtilisin kexin sedolisin ,Modestobacter marinus
H3_Bulk_41_scaffold_13704_3,MER1048944_S26A,35.9,1.00E-28,125.6,OFW10186.1,85.3,7.10E-113,416.4,OFW10186.1 signal peptidase I ,Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36
H3_Bulk_41_scaffold_13711_2,MER0065989_S08X,54.8,2.00E-65,247.7,PYQ67748.1,58.9,5.40E-69,270.8,PYQ67748.1 peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_13766_1,MER0109714_S01C,47.3,4.20E-95,347.1,PYQ82473.1,58.4,2.00E-127,465.7,PYQ82473.1 peptidase S1 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_13979_1,MER0283919_S41A,76.4,4.70E-113,406,KJB92845.1,95.4,7.20E-136,493,KJB92845.1 peptidase S41 ,Skermanella aerolata KACC 11604
H3_Bulk_41_scaffold_13979_2,MER0134401_M23B,73.6,1.50E-48,191,KJB92844.1,97.8,2.30E-68,268.1,KJB92844.1 metallopeptidase ,Skermanella aerolata KACC 11604
H3_Bulk_41_scaffold_14152_1,MER0500078_M14A,31,4.20E-31,134.4,XP_003386085.1,40.8,3.50E-73,285.4,XP_003386085.1 PREDICTED: carboxypeptidase B-like isoform X1 ,Amphimedon queenslandica
H3_Bulk_41_scaffold_14426_1,MER0407575_S01C,44.5,1.20E-75,282.3,KRT70448.1,44.6,4.30E-79,305.1,"KRT70448.1 peptidase S1 and S6, chymotrypsin/Hap ",candidate division NC10 bacterium CSP1-5
H3_Bulk_41_scaffold_14538_1,MER0251229_M03A,71.6,3.70E-184,642.9,OLD32594.1,85,5.70E-220,773.1,"OLD32594.1 peptidase M3, partial ",Myxococcales bacterium 13_1_40CM_2_68_15
H3_Bulk_41_scaffold_14639_1,MER0178978_M04,50.7,2.00E-53,208,WP_008967647.1,76.7,4.60E-117,430.6,WP_008967647.1 peptidase M4 family protein ,Bradyrhizobium sp. STM 3843
H3_Bulk_41_scaffold_14745_1,MER0065989_S08X,53.7,1.10E-107,388.7,PYQ67748.1,90.8,5.20E-201,709.9,PYQ67748.1 peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_14794_1,MER0276767_S08A,45.8,2.20E-77,288.1,WP_020522927.1,59.4,3.40E-121,444.9,WP_020522927.1 S8 family peptidase ,Catelliglobosispora koreensis
H3_Bulk_41_scaffold_14885_1,MER0065537_M48C,49.5,2.10E-70,265,PYS72208.1,88.1,7.50E-164,586.6,PYS72208.1 peptidase M48 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_14954_2,MER0408559_S01C,63.1,1.00E-117,421.8,WP_082840521.1,67.9,6.30E-118,433.7,WP_082840521.1 trypsin-like serine protease ,Gemmata sp. SH-PL17
H3_Bulk_41_scaffold_15318_1,MER0337316_S41A,99.7,1.50E-207,720.3,WP_007590590.1,99.7,3.60E-204,720.3,WP_007590590.1 S41 family peptidase ,Bradyrhizobium sp. WSM1253
H3_Bulk_41_scaffold_15361_1,MER1014240_S14,32.7,7.10E-05,46.2,WP_028930069.1,88.9,9.20E-96,359.4,WP_028930069.1 ATP-dependent Clp protease proteolytic subunit ,Pseudonocardia asaccharolytica
H3_Bulk_41_scaffold_15936_1,MER0250779_M01,34.8,5.30E-55,213.8,ALI37409.1,49.9,2.60E-113,418.7,ALI37409.1 Aminopeptidase N ,Candidatus Nitrosocosmicus oleophilus
H3_Bulk_41_scaffold_16486_1,MER0125509_M24B,44.7,3.00E-19,92.8,PYR91163.1,86.3,9.00E-46,192.2,PYR91163.1 aminopeptidase P family protein ,Acidobacteria bacterium
H3_Bulk_41_scaffold_16654_1,MER0052429_S01C,59,3.60E-95,347.1,PYR33765.1,82.8,4.70E-170,607.1,PYR33765.1 protease Do ,Acidobacteria bacterium
H3_Bulk_41_scaffold_17280_2,MER0500652_S08A,30.2,3.90E-21,100.5,WP_096674784.1,53.1,3.50E-65,258.1,WP_096674784.1 peptidase S8 ,Fischerella sp. NIES-4106
H3_Bulk_41_scaffold_17469_1,MER0035435_M06,65.9,3.20E-150,530,WP_111768526.1,67.8,3.30E-161,577.8,WP_111768526.1 M6 family metalloprotease domain-containing protein ,Nakamurella sp. 12Sc4-1
H3_Bulk_41_scaffold_17583_2,MER0349294_M48B,54.1,9.80E-71,265.4,PYR19341.1,82.1,5.60E-117,430.3,PYR19341.1 zinc metalloprotease HtpX ,Acidobacteria bacterium
H3_Bulk_41_scaffold_17880_1,MER0236327_S08A,41.4,6.10E-69,260,WP_119578073.1,44.9,8.70E-74,287.3,WP_119578073.1 S8 family peptidase ,Jishengella sp. AZ1-13
H3_Bulk_41_scaffold_1792_1,MER0166178_M28A,73.5,1.90E-26,116.3,PYP02068.1,80.9,3.70E-25,123.2,PYP02068.1 peptidase M28 ,Gemmatimonadetes bacterium
H3_Bulk_41_scaffold_18058_2,MER0222041_M19,53.1,6.40E-60,229.2,WP_091438374.1,83.9,1.10E-102,382.5,WP_091438374.1 membrane dipeptidase ,Geodermatophilus poikilotrophus
H3_Bulk_41_scaffold_18158_2,MER0130179_M08,55,3.10E-59,227.3,WP_014740537.1,78.8,1.40E-126,462.2,WP_014740537.1 peptidase ,Modestobacter marinus
H3_Bulk_41_scaffold_18579_1,MER0429501_C14B,92.6,9.60E-200,694.5,WP_018457974.1,94.4,7.80E-200,706.1,WP_018457974.1 MULTISPECIES: peptidase ,Bradyrhizobium
H3_Bulk_41_scaffold_19257_1,MER0314634_S53,37.4,3.00E-49,194.5,PYS31383.1,75.1,4.40E-160,573.9,PYS31383.1 peptidase S53 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_19261_2,MER0246861_S26A,36.1,2.90E-23,107.5,PYR91170.1,83,1.20E-88,335.9,PYR91170.1 signal peptidase I ,Acidobacteria bacterium
H3_Bulk_41_scaffold_19433_2,MER1015132_S14,33.1,9.80E-10,62.4,WP_027299898.1,84.5,1.00E-94,355.9,WP_027299898.1 ATP-dependent Clp protease proteolytic subunit ,Rhodospirillales bacterium URHD0088
H3_Bulk_41_scaffold_19666_1,MER0024123_S01C,42.9,9.10E-78,289.3,PYQ97792.1,78.7,2.20E-170,608.2,PYQ97792.1 peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_19736_2,MER0092279_S41B,62.5,3.10E-99,360.1,PZN89067.1,66,2.20E-108,401.7,PZN89067.1 peptidase S41 ,bacterium
H3_Bulk_41_scaffold_19762_1,MER0081278_S01E,63.6,1.00E-88,325.5,WP_094216698.1,70.1,4.70E-100,374.4,WP_094216698.1 trypsin-like serine protease ,Streptomyces diastatochromogenes
H3_Bulk_41_scaffold_20443_1,MER0337991_S41A,72.3,1.90E-157,553.9,OGA72060.1,91.2,2.20E-196,694.5,OGA72060.1 peptidase S41 ,Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_65_14
H3_Bulk_41_scaffold_20666_1,MER0348838_M48B,49.3,2.50E-69,260.8,WP_026856980.1,92,4.50E-141,510.4,WP_026856980.1 zinc metalloprotease HtpX ,Geodermatophilaceae bacterium URHB0062
H3_Bulk_41_scaffold_20715_1,MER0390342_M16B,40.6,1.30E-76,285.4,PYR91000.1,95,3.20E-203,717.2,PYR91000.1 peptidase M16 ,Acidobacteria bacterium
H3_Bulk_41_scaffold_21423_2,MER0296331_M48B,56.1,6.10E-76,282.7,PYR89811.1,83.6,2.50E-128,468,PYR89811.1 zinc metalloprotease HtpX ,Acidobacteria bacterium
H3_Bulk_41_scaffold_21618_1,MER0235882_S41A,45,1.30E-84,312,PYR90363.1,82.4,8.50E-180,639.4,PYR90363.1 S41 family peptidase ,Acidobacteria bacterium
H3_Bulk_41_scaffold_21652_2,MER0055953_C01A,34.4,6.50E-24,109.8,OLC26960.1,69.6,4.70E-105,390.6,OLC26960.1 peptidase C1 ,Chloroflexi bacterium 13_1_40CM_65_17
H3_Bulk_41_scaffold_21994_1,MER0220261_S53,41.9,2.30E-78,291.2,PYK74345.1,66.1,2.20E-148,535,PYK74345.1 serine protease ,Verrucomicrobia bacterium
H3_Bulk_41_scaffold_21996_1,MER0000325_S08A,45.5,2.40E-67,254.6,XP_003660021.1,82,1.10E-174,622.5,XP_003660021.1 serine protease ,Thermothelomyces thermophila ATCC 42464
H3_Bulk_41_scaffold_22011_1,MER0970286_S08A,54.5,4.50E-102,369.8,WP_043097259.1,62.4,2.00E-116,428.7,WP_043097259.1 peptidase S8 ,bacterium JKG1
H3_Bulk_41_scaffold_22065_1,MER0893190_M50B,32.7,8.30E-20,96.7,PYR95098.1,69.5,4.60E-146,527.3,PYR95098.1 RIP metalloprotease RseP ,Acidobacteria bacterium
H3_Bulk_41_scaffold_22124_1,MER0250521_S01C,55.9,2.90E-93,340.5,OLB72848.1,73.9,3.40E-132,481.1,OLB72848.1 serine peptidase ,Alphaproteobacteria bacterium 13_2_20CM_2_64_7
H3_Bulk_41_scaffold_22375_2,MER0464051_C82B,82.6,3.30E-93,339.7,WP_092516147.1,84.5,2.40E-102,381.3,"WP_092516147.1 L,D-transpeptidase ",Afipia sp. GAS231
H3_Bulk_41_scaffold_22447_1,MER0088776_M24A,60.4,1.50E-85,314.7,SNR49710.1,94.7,3.20E-155,557.4,SNR49710.1 methionyl aminopeptidase ,Blastococcus sp. DSM 44272
